source_path,source_layer,wave_hint,file_type,variable,variable_label,candidate_category,qualifies_for_strict_functional,nonmissing,sample_values,has_mergeid,strict_wave1_evidence
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13081,dofile,,do,,"label var r`wv'adlfivea	""r`wv'adlfivea:w`wv' Whether R Has Any Diff-5 ADLs""",strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13082,dofile,,do,,label value r`wv'adlfivea yesnoda,strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13085,dofile,,do,,gen s`wv'adlfivea = .,strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13086,dofile,,do,,"spouse r`wv'adlfivea, result(s`wv'adlfivea) wave(`wv')",strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13087,dofile,,do,,"label var s`wv'adlfivea	""s`wv'adlfivea:w`wv' Whether S Has Any Diff-5 ADLs""",strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13088,dofile,,do,,label value s`wv'adlfivea yesnoda,strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13092,dofile,,do,,egen r`wv'iadlam = rowmiss(r`wv'phonea r`wv'moneya r`wv'medsa) if inw`wv' == 1,strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13096,dofile,,do,,gen s`wv'iadlam =.,strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13097,dofile,,do,,"spouse r`wv'iadlam, result(s`wv'iadlam) wave(2)",strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13106,dofile,,do,,*Wave 2 respondent IADLs Summary 0-3,strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13107,dofile,,do,,gen r`wv'iadla =.,strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13108,dofile,,do,,"missing_h r`wv'phonea r`wv'moneya r`wv'medsa, result(r`wv'iadla)",strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13109,dofile,,do,,"replace r`wv'iadla = r`wv'phonea_m + r`wv'moneya_m + r`wv'medsa_m if inrange(r`wv'iadlam,0,2)",strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13110,dofile,,do,,"label variable r`wv'iadla ""r`wv'iadla:w2 R Some Diff-IADLs: /0-3""",strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13112,dofile,,do,,*wave 2 spouse IADLs Summary 0-3,strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13113,dofile,,do,,gen s`wv'iadla =.,strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13114,dofile,,do,,"spouse r`wv'iadla, result(s`wv'iadla) wave(2)",strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13115,dofile,,do,,"label variable s`wv'iadla ""s`wv'iadla:w2 S Some Diff-IADLs: /0-3""",strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13118,dofile,,do,,gen r`wv'iadlaa = .,strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13119,dofile,,do,,"missing_h r`wv'phonea r`wv'moneya r`wv'medsa, result(r`wv'iadlaa)",strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13120,dofile,,do,,"replace r`wv'iadlaa = 0 if r`wv'iadla==0 & inrange(r`wv'iadlam,0,3)",strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13121,dofile,,do,,"replace r`wv'iadlaa = 1 if inrange(r`wv'iadla, 1, 3) & inrange(r`wv'iadlam,0,3)",strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13122,dofile,,do,,"label var r`wv'iadlaa	""r`wv'iadlaa:w`wv' Whether R Has Any Diff-3 IADLs""",strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13123,dofile,,do,,label value r`wv'iadlaa yesnoda,strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13126,dofile,,do,,gen s`wv'iadlaa = .,strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13127,dofile,,do,,"spouse r`wv'iadlaa, result(s`wv'iadlaa) wave(`wv')",strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13128,dofile,,do,,"label var s`wv'iadlaa	""s`wv'iadlaa:w`wv' Whether S Has Any Diff-3 IADLs""",strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13129,dofile,,do,,label value s`wv'iadlaa yesnoda,strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13133,dofile,,do,,egen r`wv'iadlfourm = rowmiss(r`wv'moneya r`wv'medsa r`wv'shopa r`wv'mealsa) if inw`wv' == 1,strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13137,dofile,,do,,gen s`wv'iadlfourm =.,strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13138,dofile,,do,,"spouse r`wv'iadlfourm, result(s`wv'iadlfourm) wave(`wv')",strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13141,dofile,,do,,"egen r`wv'iadlfour = rowtotal(r`wv'moneya r`wv'medsa r`wv'shopa r`wv'mealsa) if inrange(r`wv'iadlfourm,0,4),m",strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13142,dofile,,do,,"missing_h r`wv'moneya r`wv'medsa r`wv'shopa r`wv'mealsa, result(r`wv'iadlfour)",strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13143,dofile,,do,,"label var r`wv'iadlfour ""r`wv'iadlfour:w`wv' R Some Diff-IADLs/0-4""",strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13145,dofile,,do,,gen s`wv'iadlfour = .,strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13146,dofile,,do,,"spouse r`wv'iadlfour, result(s`wv'iadlfour) wave(`wv')",strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13147,dofile,,do,,"label var s`wv'iadlfour ""s`wv'iadlfour:w`wv' S Some Diff-IADLs/0-4""",strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13150,dofile,,do,,gen r`wv'iadlfoura = .,strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13151,dofile,,do,,"missing_h r`wv'moneya r`wv'medsa r`wv'shopa r`wv'mealsa, result(r`wv'iadlfoura)",strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13152,dofile,,do,,"replace r`wv'iadlfoura = 0 if r`wv'iadlfour==0 & inrange(r`wv'iadlfourm,0,4)",strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13153,dofile,,do,,"replace r`wv'iadlfoura = 1 if inrange(r`wv'iadlfour, 1, 4) & inrange(r`wv'iadlfourm,0,4)",strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13154,dofile,,do,,"label var r`wv'iadlfoura	""r`wv'iadlfoura:w`wv' Whether R Has Any Diff-4 IADLs""",strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13155,dofile,,do,,label value r`wv'iadlfoura yesnoda,strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13158,dofile,,do,,gen s`wv'iadlfoura = .,strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13159,dofile,,do,,"spouse r`wv'iadlfoura, result(s`wv'iadlfoura) wave(`wv')",strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13160,dofile,,do,,"label var s`wv'iadlfoura	""s`wv'iadlfoura:w`wv' Whether S Has Any Diff-4 IADLs""",strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13161,dofile,,do,,label value s`wv'iadlfoura yesnoda,strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13168,dofile,,do,,egen r`wv'iadlzam = rowmiss(r`wv'phonea r`wv'moneya r`wv'medsa r`wv'shopa r`wv'mealsa) if inw`wv' == 1,strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13172,dofile,,do,,gen s`wv'iadlzam =.,strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13173,dofile,,do,,"spouse r`wv'iadlzam, result(s`wv'iadlzam) wave(2)",strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13176,dofile,,do,,local iadlz,strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13177,dofile,,do,,foreach v of varlist r`wv'phonea r`wv'moneya r`wv'medsa r`wv'shopa r`wv'mealsa {,strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13179,dofile,,do,,local iadlz `iadlz' `v'_m,strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13182,dofile,,do,,*Wave 2 respondent IADLs Summary 0-5,strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13183,dofile,,do,,gen r`wv'iadlza =.,strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13184,dofile,,do,,"missing_h r`wv'phonea r`wv'moneya r`wv'medsa r`wv'shopa r`wv'mealsa, result(r`wv'iadlza)",strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13185,dofile,,do,,"replace r`wv'iadlza = r`wv'phonea_m + r`wv'moneya_m + r`wv'medsa_m + r`wv'shopa_m + r`wv'mealsa_m if inrange(r`wv'iadlzam,0,4)",strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13186,dofile,,do,,"label variable r`wv'iadlza ""r`wv'iadlza:w2 R Some Diff-IADLs: /0-5""",strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13188,dofile,,do,,*wave 2 spouse IADLs Summary 0-5,strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13189,dofile,,do,,gen s`wv'iadlza =.,strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13190,dofile,,do,,"spouse r`wv'iadlza, result(s`wv'iadlza) wave(2)",strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13191,dofile,,do,,"label variable s`wv'iadlza ""s`wv'iadlza:w2 S Some Diff-IADLs: /0-5""",strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13194,dofile,,do,,drop `iadlz',strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13197,dofile,,do,,gen r`wv'iadlzaa = .,strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13198,dofile,,do,,"missing_h r`wv'phonea r`wv'moneya r`wv'medsa r`wv'shopa r`wv'mealsa, result(r`wv'iadlzaa)",strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13199,dofile,,do,,"replace r`wv'iadlzaa = 0 if r`wv'iadlza==0 & inrange(r`wv'iadlzam,0,5)",strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13200,dofile,,do,,"replace r`wv'iadlzaa = 1 if inrange(r`wv'iadlza, 1, 5) & inrange(r`wv'iadlzam,0,5)",strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13201,dofile,,do,,"label var r`wv'iadlzaa	""r`wv'iadlzaa:w`wv' Whether R Has Any Diff-5 IADLs""",strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13202,dofile,,do,,label value r`wv'iadlzaa yesnoda,strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13205,dofile,,do,,gen s`wv'iadlzaa = .,strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13206,dofile,,do,,"spouse r`wv'iadlzaa, result(s`wv'iadlzaa) wave(`wv')",strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13207,dofile,,do,,"label var s`wv'iadlzaa	""s`wv'iadlzaa:w`wv' Whether S Has Any Diff-5 IADLs""",strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13208,dofile,,do,,label value s`wv'iadlzaa yesnoda,strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13212,dofile,,do,,egen r`wv'iadltot1m_s = rowmiss(r`wv'phonea r`wv'moneya r`wv'medsa r`wv'shopa r`wv'mealsa r`wv'housewka r`wv'mapa) if inw`wv' == 1,strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13216,dofile,,do,,gen s`wv'iadltot1m_s =.,strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13217,dofile,,do,,"spouse r`wv'iadltot1m_s, result(s`wv'iadltot1m_s) wave(`wv')",strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13220,dofile,,do,,"egen r`wv'iadltot1_s = rowtotal(r`wv'phonea r`wv'moneya r`wv'medsa r`wv'shopa r`wv'mealsa r`wv'housewka r`wv'mapa) if inrange(r`wv'iadltot1m_s,0,6),m",strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13221,dofile,,do,,"missing_h r`wv'phonea r`wv'moneya r`wv'medsa r`wv'shopa r`wv'mealsa r`wv'housewka r`wv'mapa, result(r`wv'iadltot1_s)",strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13222,dofile,,do,,"label var r`wv'iadltot1_s ""r`wv'iadltot1_s:w`wv' R Any Diff-total IADLs/0-7""",strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13224,dofile,,do,,gen s`wv'iadltot1_s = .,strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13225,dofile,,do,,"spouse r`wv'iadltot1_s, result(s`wv'iadltot1_s) wave(`wv')",strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13226,dofile,,do,,"label var s`wv'iadltot1_s ""s`wv'iadltot1_s:w`wv' S Any Diff-total IADLs/0-7""",strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13229,dofile,,do,,gen r`wv'iadltot1a_s = .,strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13230,dofile,,do,,"missing_h r`wv'phonea r`wv'moneya r`wv'medsa r`wv'shopa r`wv'mealsa r`wv'housewka r`wv'mapa, result(r`wv'iadltot1a_s)",strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13231,dofile,,do,,"replace r`wv'iadltot1a_s = 0 if r`wv'iadltot1_s==0 & inrange(r`wv'iadltot1m_s,0,7)",strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13232,dofile,,do,,"replace r`wv'iadltot1a_s = 1 if inrange(r`wv'iadltot1_s, 1, 7) & inrange(r`wv'iadltot1m_s,0,7)",strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13233,dofile,,do,,"label var r`wv'iadltot1a_s	""r`wv'iadltot1a_s:w`wv' Whether R Has Any Diff-7 total IADLs""",strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13234,dofile,,do,,label value r`wv'iadltot1a_s	 yesnoda,strict_like_functional_limitation,0,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13237,dofile,,do,,gen s`wv'iadltot1a_s = .,strict_like_functional_limitation,0,,,,0
